first_genre,title,vote_average,revenue,budget,popularity,runtime,release_year
Drama,Cloud Atlas,6.6,130.482868,102,73.872343,172,2012
Comedy,"You, Me and Dupree",5.4,130.431368,54,18.600367,108,2006
Drama,Munich,6.9,130.358911,70,29.035222,164,2005
Action,Man on Fire,7.3,130.293714,70,45.299089,146,2004
Family,Jingle All the Way,5.5,129.832389,60,22.501041,89,1996
Romance,Julie & Julia,6.6,129.540499,40,22.853006,123,2009
Horror,Resident Evil: Apocalypse,6.1,129.394835,45,29.880122,94,2004
Drama,Atonement,7.4,129.266061,30,33.369305,123,2007
Comedy,Cheaper by the Dozen 2,5.7,129.18183,60,18.831023,94,2005
Comedy,Mean Girls,6.9,129.042871,17,36.423717,97,2004
Drama,About a Boy,6.6,129,27,28.227984,101,2002
Science Fiction,Blade: Trinity,5.7,128.905366,65,49.660055,123,2004
Action,Space Cowboys,6.3,128.884132,65,15.772081,130,2000
Thriller,The Talented Mr. Ripley,7,128.798265,40,31.385257,139,1999
Fantasy,The Nutty Professor,5.4,128.769345,54,20.28119,95,1996
Drama,Out of Africa,7,128.499205,31,13.864975,161,1985
Adventure,Pan,5.9,128.38832,150,48.03528,111,2015
Comedy,Step Brothers,6.5,128.107642,65,22.977983,98,2008
Action,The Forbidden Kingdom,6.3,127.906624,55,17.097041,104,2008
Science Fiction,The Adjustment Bureau,6.5,127.869379,50.2,26.60772,106,2011
Adventure,Red Cliff,7.1,127.814609,80.341,14.8375,150,2008
Drama,The Woman in Black,6.1,127.730736,17,43.675191,95,2012
Action,U-571,6.1,127.666415,62,18.096884,116,2000
Action,First Knight,5.9,127.600435,55,19.143321,134,1995
Documentary,March of the Penguins,6.9,127.392239,8,17.537154,80,2005
Drama,Law Abiding Citizen,7.2,126.690726,53,49.593978,109,2009
Action,Lucy,6.3,126.546825,40,115.241998,89,2014
Animation,Walking With Dinosaurs,5.2,126.546518,80,10.088006,87,2013
Action,Predators,6,126.248813,40,47.649554,107,2010
Crime,L.A. Confidential,7.7,126.21694,35,24.860326,138,1997
Comedy,Sex Tape,5.3,126.069509,40,72.641296,97,2014
Action,This Is the End,6.3,126.041322,32,38.21708,107,2013
Comedy,Porky's,6.1,125.728258,4,12.891276,94,1981
Horror,I Know What You Did Last Summer,5.6,125.586134,17,27.654472,100,1997
Science Fiction,Ender's Game,6.6,125.537191,110,45.94834,114,2013
Action,First Blood,7.2,125.212904,15,63.071046,93,1982
Comedy,"Legally Blonde 2: Red, White & Blonde",5.1,124.914842,45,4.340616,95,2003
Adventure,Goldfinger,7.2,124.881062,2.5,47.812466,110,1964
Action,Ride Along 2,6.1,124.827316,40,25.136082,102,2016
Drama,Ray,7.2,124.731534,40,21.743321,152,2004
Animation,Coraline,7.3,124.596398,60,51.146047,100,2009
Drama,The Thomas Crown Affair,6.6,124.305181,48,18.102572,113,1999
Drama,The Help,7.8,124.272124,25,42.191509,146,2011
Comedy,"Good Morning, Vietnam",7.1,123.92237,13,18.362333,121,1987
Science Fiction,The Time Machine,5.8,123.729176,80,25.978555,96,2002
Drama,The Theory of Everything,7.8,123.726688,15,61.182331,123,2014
Comedy,Blended,6.6,123.49461,40,44.120328,117,2014
Drama,The Queen,6.8,123.384128,15,19.113278,103,2006
Fantasy,Nutty Professor II: The Klumps,4.7,123.307945,84,17.783361,106,2000
Adventure,Big Fish,7.6,122.919055,70,46.199482,125,2003
Action,Escape Plan,6.7,122.915111,50,44.478043,115,2013
Horror,Hide and Seek,6.1,122.64482,25,18.228538,101,2005
Western,Spirit: Stallion of the Cimarron,7.4,122.563539,80,41.670544,83,2002
Comedy,Magic Mike XXL,6.3,122.513057,14.8,29.660993,115,2015
Fantasy,Nanny McPhee,6.4,122.489822,25,24.356483,97,2005
Action,Surrogates,5.9,122.444772,80,36.664991,89,2009
Drama,Invictus,7,122.233971,60,23.85119,134,2009
Horror,Poltergeist,7,122.2,10.7,36.230204,114,1982
Action,Mortal Kombat,5.4,122.19592,18,16.470895,101,1995
Drama,Prisoners,7.9,122.126687,46,88.496873,153,2013
Action,Executive Decision,5.8,121.969216,55,17.231675,133,1996
Music,Wayne's World,6.5,121.697323,20,21.815122,94,1992
Action,Dragon Blade,5.9,121.545703,65,9.568884,127,2015
Comedy,Superbad,7,121.463226,20,33.436092,113,2007
Adventure,Starship Troopers,6.7,121.214377,105,58.782359,129,1997
Drama,Pride & Prejudice,7.7,121.147947,28,36.58383,135,2005
Adventure,Eight Below,6.7,120.455994,40,24.287306,120,2006
Action,Apocalypto,7.3,120.17529,40,41.570047,139,2006
Drama,We Bought a Zoo,6.5,120.081841,50,38.629763,124,2011
Drama,The Pianist,8,120.072577,35,50.587541,150,2002
Science Fiction,Star Trek: Generations,6.4,120,38,14.779041,118,1994
Crime,Intolerable Cruelty,5.8,119.940815,60,22.620125,100,2003
Comedy,Parental Guidance,5.7,119.772232,25,14.604911,104,2012
Comedy,Road Trip,5.9,119.754278,16,14.759948,93,2000
Drama,Lost in Translation,7.3,119.723856,4,45.66662,102,2003
Action,Spy Kids 2: The Island of Lost Dreams,5.3,119.723358,38,24.085144,100,2002
Western,Blazing Saddles,7.2,119.5,2.6,22.793929,93,1974
Action,Sahara,5.7,119.269486,130,21.605568,124,2005
Action,Beverly Hills Cop III,5.5,119.208989,50,20.333953,104,1994
Thriller,Unfaithful,6.3,119.137784,50,14.382253,124,2002
Documentary,Fahrenheit 9/11,6.8,119.114517,6,16.20985,122,2004
Horror,The Shallows,6.2,119.100758,17,60.829621,86,2016
Comedy,Charlie Wilson's War,6.5,119.00041,75,18.70031,102,2007
Romance,Message in a Bottle,5.8,118.880016,80,10.81051,131,1999
Action,The Purge: Election Year,6.1,118.58788,10,53.727146,105,2016
Animation,The Pirates! In an Adventure with Scientists!,6.4,118.338361,60,23.700759,88,2012
Thriller,The Saint,5.9,118.063304,68,20.913852,116,1997
Science Fiction,Star Trek: Insurrection,6.3,118,70,19.711951,103,1998
Action,Pompeii,5.2,117.831631,130,50.561849,105,2014
Thriller,Disturbia,6.6,117.760134,20,31.690456,105,2007
Action,Blue Streak,6.1,117.7585,65,16.865782,93,1999
Horror,Final Destination 3,5.8,117.719158,25,31.64341,93,2006
Thriller,Now You See Me,7.3,117.698894,75,71.124686,115,2013
Drama,The Client,6.4,117.615211,45,17.746719,119,1994
Adventure,A Knight's Tale,6.6,117.487473,65,36.670399,132,2001
Drama,Rocky,7.5,117.235147,1,72.19808,119,1976
Comedy,Jackass 3D,6.4,117.224271,20,20.99174,94,2010
Romance,Corpse Bride,7.2,117.195061,40,43.571612,77,2005
Comedy,Horrible Bosses,6.5,117,35,50.309843,98,2011
Horror,Warm Bodies,6.4,116.980662,35,43.742241,97,2013
Drama,Finding Neverland,7.2,116.766556,25,34.160448,106,2004
Drama,The Piano,7.1,116.7,7,17.681707,121,1993
Drama,The Siege,6,116.672912,70,20.089933,116,1998
Action,S.W.A.T.,5.8,116.643346,80,34.052253,117,2003
Comedy,The First Wives Club,6.5,116.4,26,10.704596,102,1996
Drama,Casino,7.8,116.112375,52,40.06688,178,1995
Adventure,Diamonds Are Forever,6.3,116.019547,7.2,34.634181,120,1971
Drama,The Butler,7.2,115.922175,25,32.105328,132,2013
Action,The Chronicles of Riddick,6.3,115.772733,105,27.835436,119,2004
Romance,The Notebook,7.7,115.603229,29,55.109138,123,2004
Drama,Closer,6.7,115.505027,27,22.636908,104,2004
Comedy,Pitch Perfect,7.3,115.350426,17,32.746486,112,2012
Fantasy,DragonHeart,6.4,115.267375,57,31.791979,103,1996
Music,The Blues Brothers,7.5,115.22989,27,44.714264,133,1980
Comedy,Get Shorty,6.4,115.101622,30.25,15.585138,105,1995
Drama,Dear John,6.6,114.977104,25,19.402816,115,2010
History,The Iron Lady,6.2,114.956699,13,23.3784,105,2011
Horror,Freddy vs. Jason,5.8,114.90883,30,26.69592,97,2003
Romance,The Lake House,6.5,114.830111,40,29.88736,99,2006
Comedy,Bride Wars,5.9,114.663461,30,33.385429,89,2009
Action,We Were Soldiers,6.7,114.660784,75,19.708731,138,2002
Drama,Hope Springs,5.8,114.281051,30,12.967137,100,2012
Music,Step Up,6.7,114.194847,12,45.477802,104,2006
Adventure,Seventh Son,5.2,114.178613,95,63.628459,102,2014
Drama,Water for Elephants,6.7,114.15623,38,16.801218,120,2011
Comedy,Coyote Ugly,5.8,113.916474,45,26.79781,100,2000
Horror,Saw V,5.9,113.857533,10.8,32.943848,92,2008
Crime,Insomnia,6.8,113.71483,46,41.322708,118,2002
Science Fiction,Species,5.5,113.374103,35,23.607071,108,1995
Drama,Striptease,4.4,113.309743,50,11.106006,115,1996
Action,Body of Lies,6.5,113.280098,70,37.507136,128,2008
Comedy,White Chicks,6.3,113.086475,37,28.703007,109,2004
Crime,Changeling,7.3,113.020255,55,27.50916,141,2008
Drama,The Reader,7.2,113.01929,32,33.923786,124,2008
Action,The Pacifier,5.8,113.00688,56,35.4763,95,2005
Comedy,Saving Mr. Banks,7.3,112.54458,35,31.957947,125,2013
Comedy,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,112.483764,85,11.77398,82,2010
Comedy,How to Be Single,5.9,112.343513,38,46.078371,110,2016
Action,Abraham Lincoln: Vampire Hunter,5.5,112.265139,69,38.634767,94,2012
Drama,Doctor Zhivago,7.4,111.858363,11,12.854853,197,1965
Comedy,Get Hard,5.9,111.811453,40,36.301202,100,2015
Action,You Only Live Twice,6.5,111.584787,9.5,28.675891,117,1967
Fantasy,Underworld: Evolution,6.4,111.340801,50,49.020045,106,2006
Romance,Fool's Gold,5.4,111.231041,70,21.789615,112,2008
Drama,Sea of Love,6.7,110.879513,19,11.47316,113,1989
Action,The Dukes of Hazzard,5.1,110.803676,50,15.98212,104,2005
Crime,The Net,5.6,110.627965,22,23.218144,114,1995
Comedy,Freaky Friday,6,110.230332,26,24.345651,97,2003
Drama,Moneyball,7,110.206216,50,46.180421,133,2011
Animation,Free Birds,5.7,110,55,14.414937,91,2013
Drama,Billy Elliot,7.4,110,5,20.428237,110,2000
Adventure,The 5th Wave,5.6,109.906372,38,57.889964,112,2016
Adventure,Return to Never Land,6.1,109.862682,20,15.341196,72,2002
Drama,The Prestige,8,109.676311,40,74.440708,130,2006
Adventure,Treasure Planet,7.2,109.578115,140,38.924136,95,2002
Comedy,Sideways,6.9,109.502303,16,23.425431,126,2004
Comedy,The 40 Year Old Virgin,6.2,109.449237,26,38.473732,116,2005
Drama,The Game,7.5,109.423648,50,62.925175,129,1997
Drama,One Flew Over the Cuckoo's Nest,8.2,108.981275,3,127.525581,133,1975
Horror,The Purge: Anarchy,6.6,108.782847,9,82.975841,104,2014
Comedy,Neighbors 2: Sorority Rising,5.6,108.758521,35,50.179171,91,2016
Action,Sanctum,5.8,108.60931,30,20.063165,108,2011
Romance,Cinderella Man,7.3,108.539911,88,24.100863,144,2005
Thriller,10 Cloverfield Lane,6.8,108.286421,15,53.698683,103,2016
Animation,The Boxtrolls,6.6,108.25577,60,30.656345,97,2014
Comedy,The Man from U.N.C.L.E.,7.1,108.145109,75,48.744209,116,2015
Western,Hidalgo,6.5,108.10345,100,16.759252,136,2004
Horror,The Amityville Horror,6,108.047131,19,30.205943,90,2005
Action,Three Kings,6.6,108,75,34.973086,114,1999
Adventure,Arthur and the Invisibles,6,107.944236,86,27.097932,94,2006
Comedy,The American President,6.5,107.879496,62,11.056763,106,1995
Comedy,Horrible Bosses 2,6.1,107.670357,42,82.185281,108,2014
Action,Paul Blart: Mall Cop 2,5,107.597242,38,41.258487,94,2015
Comedy,A League of Their Own,6.7,107.458785,40,21.661028,128,1992
Comedy,Ace Ventura: Pet Detective,6.4,107.217396,15,41.249004,86,1994
Action,Shaft,5.5,107.196498,46,19.643365,99,2000
Family,ParaNorman,6.7,107.139399,60,39.539045,90,2012
Comedy,The Whole Nine Yards,6.2,106.371651,41.3,23.441135,98,2000
Adventure,Race to Witch Mountain,5.5,106.303988,50,23.935053,98,2009
Music,Mr. Holland's Opus,6.9,106.269971,0,6.775294,137,1995
Drama,About Schmidt,6.7,105.834556,30,19.925026,125,2002
Adventure,The Brothers Grimm,5.6,105.316267,88,40.138009,118,2005
Crime,Gangster Squad,6.2,105.200903,60,29.041198,113,2013
Drama,Hereafter,5.8,105.197635,50,13.365715,129,2010
Crime,Along Came a Spider,6.1,105.178561,60,21.252797,104,2001
Comedy,Forgetting Sarah Marshall,6.4,105.173115,30,50.670253,111,2008
Science Fiction,Planet 51,5.6,104.945765,70,23.661071,91,2009
Horror,Alien,7.9,104.931801,11,94.184658,117,1979
Comedy,The Campaign,5.6,104.907746,0,16.460356,85,2012
Action,Training Day,7.3,104.876233,45,52.081131,122,2001
Adventure,The Hitchhiker's Guide to the Galaxy,6.6,104.478416,50,51.742065,109,2005
Crime,Chappie,6.6,104.399548,49,116.700319,120,2015
Comedy,Vacation,6.2,104.384188,31,47.753598,99,2015
Action,Under Siege 2: Dark Territory,5.6,104.324083,60,13.080725,100,1995
Drama,Insidious: Chapter 3,6.2,104.303851,10,45.946524,97,2015
Horror,The Cell,6,104.155843,33,25.413955,107,2000
Animation,Home on the Range,5.7,103.951461,110,19.625972,76,2004
Horror,Saw,7.2,103.911669,1.2,63.655973,103,2004
Crime,Snake Eyes,5.8,103.891409,73,20.790703,98,1998
Adventure,Dick Tracy,5.9,103.738726,47,7.859226,103,1990
Horror,Ouija,4.9,103.590271,5,56.30466,89,2014
Drama,Birdman,7.4,103.215094,18,89.811154,119,2014
Comedy,She's All That,5.7,103.166989,10,8.9876,95,1999
Thriller,Transcendence,5.9,103.039258,100,58.991388,119,2014
Horror,Resident Evil,6.4,102.984862,33,40.715623,100,2002
Comedy,Just Like Heaven,6.5,102.854431,58,13.43573,95,2005
Comedy,The Cable Guy,5.7,102.825796,47,19.525659,96,1996
Drama,Love & Other Drugs,6.6,102.820008,30,20.236951,112,2010
Comedy,Zombieland,7.2,102.391382,23.6,57.300674,88,2009
Fantasy,Dawn of the Dead,6.8,102.356381,28,44.529429,101,2004
History,Butch Cassidy and the Sundance Kid,7.4,102.308889,6,24.499996,110,1969
Comedy,Mary Poppins,7.4,102.272727,6,59.961523,139,1964
Drama,John Q,7,102.24477,36,27.465433,116,2002
Drama,The Aviator,7,102,116,45.616098,170,2004
Action,The Stepford Wives,5.4,102,90,19.224754,93,2004
Thriller,The Devil Inside,4.6,101.75849,1,13.152822,83,2012
Action,Journey to the Center of the Earth,5.8,101.70206,45,53.090422,93,2008
Thriller,Timecop,5.5,101.646581,27,13.308127,99,1994
Action,Pineapple Express,6.6,101.624843,27,41.832392,111,2008
Comedy,Little Man,5.3,101.595121,64,12.421504,98,2006
Comedy,Just Married,5.3,101.564935,18,18.47518,95,2003
Comedy,Mars Attacks!,6.1,101.371017,70,44.090535,106,1996
Drama,Heaven is for Real,6,101.332962,12,11.150261,99,2014
Drama,The Time Traveler's Wife,6.7,101.229792,39,37.492928,107,2009
Drama,Joy,6.4,101.134059,60,29.876507,124,2015
Action,Kung Fu Hustle,7.2,100.914445,20,13.658985,99,2004
Drama,Courage Under Fire,6.2,100.860818,46,12.971122,117,1996
Drama,Fight Club,8.3,100.853753,63,146.757391,139,1999
Mystery,My Bloody Valentine,5.3,100.734718,15,13.706357,101,2009
Family,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,100.654149,28,22.14595,81,2014
Comedy,Tammy,5,100.525432,20,21.657563,97,2014
Comedy,Little Miss Sunshine,7.5,100.523181,8,14.793177,102,2006
Animation,The Rugrats Movie,5.7,100.491683,30,7.981116,79,1998
Drama,Any Given Sunday,6.8,100.230832,55,23.127561,163,1999
Drama,The Hunchback of Notre Dame,6.8,100.138851,100,46.727941,91,1996
Drama,Philomena,7.4,100.129872,12,29.019504,98,2013
Family,Where the Wild Things Are,6.4,100.086793,100,31.586215,101,2009
Adventure,Nim's Island,5.6,100.076342,37,14.353279,96,2008
Thriller,Don't Say a Word,6,100.020092,50,11.596207,113,2001
Action,Baahubali: The Beginning,7.5,100,40,16.254032,159,2015
Adventure,Spice World,4.7,100,25,6.889437,93,1997
Adventure,Conan the Destroyer,5.8,100,18,18.379124,103,1984
Comedy,Project X,6.5,100,12,49.070321,88,2012
Adventure,Mad Max,6.6,100,0.4,33.142185,93,1979
Action,Hitman,5.9,99.965753,24,42.669304,89,2007
Action,Street Fighter,4.1,99.423521,35,19.286099,102,1994
Drama,The Lucky One,6.8,99.357138,25,26.811541,101,2012
Fantasy,Hellboy,6.5,99.318987,66,47.479755,122,2004
Comedy,Blue Jasmine,7,99.206215,18,34.694216,98,2013
Comedy,Instructions Not Included,7.5,99.067206,5.5,9.59729,115,2013
Crime,Black Mass,6.3,98.837872,53,46.049902,122,2015
Horror,The Visit,6,98.450062,5,38.94708,94,2015
Documentary,Justin Bieber: Never Say Never,4.8,98.441954,13,6.735922,105,2011
Drama,Crash,7.2,98.410061,6.5,28.223163,112,2004
Science Fiction,Riddick,6.2,98.337295,38,46.630062,119,2013
Science Fiction,Predator,7.3,98.235548,18,50.009408,107,1987
Action,Once Upon a Time in Mexico,6.2,98.185582,29,27.555646,102,2003
Action,Killers,5.7,98.159963,75,23.004607,100,2010
Drama,The Thin Red Line,7.2,98.126565,52,40.072583,170,1998
Adventure,Are We There Yet?,5.2,97.918663,32,13.590677,95,2005
Thriller,Phone Booth,6.7,97.837138,13,38.018085,81,2002
Horror,Silent Hill,6.3,97.607453,50,32.927994,125,2006
Romance,Safe Haven,6.9,97.59414,28,37.729059,115,2013
Adventure,The Man with the Golden Gun,6.3,97.572,7,30.214716,125,1974
Adventure,The Little Prince,7.6,97.57125,64,35.384423,92,2015
Adventure,Paul,6.5,97.55205,40,43.151268,104,2011
Horror,Evil Dead,6.4,97.542952,17,33.912116,91,2013
Romance,The Book of Life,7.3,97.437106,50,34.890999,95,2014
Horror,Scream 4,6.1,97.138686,40,35.21926,111,2011
Horror,Insidious,6.8,97.00915,1.5,58.594852,103,2010
War,Enemy at the Gates,7.2,96.97627,68,41.273567,131,2001
Science Fiction,Star Trek VI: The Undiscovered Country,6.7,96.9,27,16.188572,113,1991
Drama,Jarhead,6.6,96.889998,72,32.227223,125,2005
Action,Star Trek II: The Wrath of Khan,7.3,96.8,12,22.434102,113,1982
Thriller,8MM,6.1,96.618699,40,25.580272,123,1999
Comedy,13 Going on 30,6.3,96.455697,37,41.569541,98,2004
Drama,Vicky Cristina Barcelona,6.7,96.408652,15,32.758254,96,2008
Action,Paycheck,5.9,96.269812,60,29.018826,119,2003
Action,Kick-Ass,7.1,96.188903,28,45.054936,117,2010
Drama,The Manchurian Candidate,6.2,96.105964,80,21.394281,129,2004
Science Fiction,The 6th Day,5.7,96.085477,82,18.447479,123,2000
Comedy,Think Like a Man,6.9,96.070507,12,6.035152,122,2012
Science Fiction,The Butterfly Effect,7.3,96.060858,13,73.307513,113,2004
Drama,The Rite,5.8,96.047633,37,11.492474,114,2011
Drama,My Sister's Keeper,7.1,95.714875,30,24.09152,109,2009
Fantasy,Underworld,6.6,95.708457,22,81.829237,121,2003
Action,Shooter,6.9,95.696996,61,37.378081,124,2007
Adventure,TMNT,6,95.608995,34,18.39217,90,2007
Drama,Dolphin Tale,6.7,95.404397,37,6.63839,113,2011
Drama,The Flowers of War,7.1,95.311434,94,12.516546,145,2011
Comedy,Be Cool,5.4,95.226116,53,18.61472,118,2005
Comedy,The Princess Diaries 2: Royal Engagement,6,95.149435,40,30.002907,113,2004
Drama,42,6.8,95.020213,40,31.884559,128,2013
Action,Captain Phillips,7.6,95,55,52.786917,134,2013
Action,Changing Lanes,5.9,94.935764,45,17.270539,89,2002
War,Green Zone,6.4,94.882889,100,30.254021,115,2010
Comedy,The Wedding Planner,5.5,94.728529,35,14.949395,103,2001
Horror,1408,6.5,94.679598,25,35.169779,104,2007
Comedy,Dirty Grandpa,5.7,94.073028,11.5,56.805781,102,2016
Drama,Ben-Hur,5.3,94.061311,100,29.608322,125,2016
Drama,Syriana,6.3,94,50,16.871194,128,2005
Fantasy,The Crow,7.3,94,15,44.690107,102,1994
Action,Speed Racer,5.7,93.945766,120,17.060695,135,2008
Thriller,In the Heart of the Sea,6.5,93.820758,100,50.767332,122,2015
Comedy,Racing Stripes,5.1,93.772522,30,8.058109,102,2005
Comedy,Bicentennial Man,6.9,93.7,100,24.939295,131,1999
Drama,The Fighter,7.2,93.617009,25,31.019381,116,2010
Fantasy,The Lovely Bones,6.6,93.525586,65,29.257137,136,2009
Comedy,Cats & Dogs,5,93.375151,60,18.735024,87,2001
Romance,Two Weeks Notice,5.9,93.354918,60,24.153567,101,2002
Thriller,Money Monster,6.5,93.282604,27,38.279458,98,2016
Comedy,Nanny McPhee and the Big Bang,6,93.246388,35,23.835055,109,2010
Drama,Michael Clayton,6.5,92.991835,25,18.961323,119,2007
Drama,Flashdance,6.1,92.921203,4,18.422323,95,1983
Thriller,Secret Window,6.4,92.913171,40,32.908414,96,2004
Adventure,House of Flying Daggers,7.1,92.863945,0,21.064082,119,2004
Comedy,When Harry Met Sally...,7.3,92.823546,16,18.430419,96,1989
Comedy,No Reservations,6.1,92.60105,28,15.794946,104,2007
Drama,I Am Sam,7.2,92.542418,22,26.071644,132,2001
Comedy,Role Models,6.4,92.380927,28,24.917665,99,2008
Action,Four Brothers,6.7,92.374674,45,24.694551,109,2005
Comedy,Old Dogs,5.2,92.21931,35,13.707843,88,2009
Drama,Downfall,7.7,92.18091,18.33975,32.445895,156,2004
Drama,The Skeleton Key,6.4,91.974818,43,29.105407,104,2005
Action,Behind Enemy Lines,6,91.753202,40,24.012986,106,2001
Action,Southpaw,7.3,91.709827,30,65.364452,123,2015
Comedy,"I Love You, Man",6.5,91.636986,41,25.391899,105,2009
Fantasy,Underworld: Rise of the Lycans,6.2,91.353501,35,51.927471,92,2009
Drama,White Noise,5.6,91.196419,10,14.447723,101,2005
Horror,The Haunting,5.2,91.188905,80,19.375768,113,1999
Drama,Save the Last Dance,6.3,91.038276,13,9.969624,112,2001
Action,Romeo Must Die,6,91.03676,25,19.750059,115,2000
Animation,Fantasia 2000,7,90.87457,80,14.530946,74,1999
Drama,The Karate Kid,6.9,90.815558,8,28.456572,126,1984
Horror,Drag Me to Hell,6.2,90.810892,30,45.083509,99,2009
Comedy,Galaxy Quest,6.9,90.683916,45,30.816341,102,1999
Comedy,Anchorman: The Legend of Ron Burgundy,6.7,90.574188,26,29.342744,94,2004
Action,The Mortal Instruments: City of Bones,6.2,90.565421,60,45.514031,130,2013
Comedy,Madea Goes to Jail,6.4,90.508336,0,3.107371,103,2009
Family,Hairspray,6.5,90.450008,50,31.160542,117,2007
Comedy,Bring It On,5.8,90.449929,28,14.754281,98,2000
Horror,Final Destination 2,5.9,90.426405,26,37.355826,90,2003
Comedy,Trading Places,7.1,90.4,40.6,34.022209,116,1983
Fantasy,Bedazzled,5.6,90.383208,48,19.348007,93,2000
Mystery,Identity,7.1,90.259536,30,45.915165,90,2003
Drama,Rush,7.7,90.247624,38,33.003828,123,2013
Comedy,Get Him to the Greek,5.9,90.029656,40,17.869443,109,2010
Adventure,The Abyss,7.1,90.000098,70,24.961625,139,1989
Drama,Patton,7.3,89.8,12,21.933822,172,1970
Action,Sucker Punch,5.9,89.792502,82,39.127082,110,2011
Drama,Burlesque,6.9,89.519773,55,22.863516,119,2010
Drama,Apocalypse Now,8,89.460381,31.5,49.973462,153,1979
Crime,The Long Kiss Goodnight,6.5,89.456761,65,15.858629,120,1996
Science Fiction,The Purge,6,89.328627,3,54.403033,86,2013
Action,The Lone Ranger,5.9,89.28991,255,49.046956,149,2013
Fantasy,Red Riding Hood,5.6,89.162162,42,45.151657,100,2011
Romance,My Big Fat Greek Wedding 2,5.5,88.923251,18,16.027955,94,2016
Drama,The Hundred-Foot Journey,7.3,88.880821,22,27.898438,122,2014
Comedy,Failure to Launch,5.5,88.715192,50,18.806031,97,2006
Horror,The Host,6.7,88.489643,11,27.65527,119,2006
Drama,Spotlight,7.8,88.346473,20,41.503588,128,2015
Action,Shanghai Knights,6,88.323487,50,16.251204,115,2003
Comedy,This Is 40,5.6,88.058786,35,38.429648,134,2012
Action,Spawn,5,87.840042,40,19.833664,96,1997
Action,State of Play,6.7,87.784194,60,21.685719,127,2009
Drama,Gosford Park,6.8,87.754044,19.8,11.693272,137,2001
Drama,Ali,6.7,87.713825,107,18.866672,157,2001
Comedy,About Time,7.8,87.100449,0,74.817641,123,2013
Comedy,Old School,6.6,87.055349,24,24.70166,91,2003
Science Fiction,Star Trek III: The Search for Spock,6.4,87,18,15.314027,105,1984
Comedy,The Naked Gun 2½: The Smell of Fear,6.6,86.930411,23,27.33256,85,1991
Fantasy,The Illusionist,7.1,86.915017,40,36.960953,110,2006
Action,Epic Movie,3.2,86.865564,20,6.064638,86,2007
Action,Snowpiercer,6.7,86.758912,39.2,64.238688,126,2013
Thriller,The Kingdom,6.5,86.658558,70,26.123705,110,2007
Comedy,Dinner for Schmucks,5.5,86.387857,69,11.023691,114,2010
Adventure,Sky High,5.8,86.369815,35,11.041659,100,2005
Horror,Paranormal Activity: The Marked Ones,5.2,86.362372,5,19.984477,84,2014
Comedy,Young Frankenstein,7.7,86.273333,2.8,36.444894,106,1974
Thriller,Pain & Gain,6.1,86.175291,25,31.893932,130,2013
Drama,The Second Best Exotic Marigold Hotel,6.3,85.978266,10,17.592299,122,2015
Action,Tears of the Sun,6.4,85.632458,70,27.055085,121,2003
Comedy,Volver,7.3,85.582407,12.899867,19.747809,121,2006
Family,Spy Kids: All the Time in the World,4.4,85.56431,27,14.788073,89,2011
Drama,Paper Towns,6.1,85.5123,12,64.610671,109,2015
Adventure,Rat Race,6,85.498534,48,18.60049,112,2001
Horror,The Possession,5.8,85.446075,14,21.680424,92,2012
Action,Max Payne,5.2,85.416905,35,25.903237,100,2008
Crime,The Lincoln Lawyer,7,85.412898,40,26.072228,119,2011
Drama,Match Point,7.3,85.306374,15,30.669913,124,2005
Action,Stripes,6.5,85.3,10,10.892398,106,1981
Comedy,Did You Hear About the Morgans?,5.1,85.28025,58,14.403696,103,2009
Action,Transporter 2,6.2,85.167639,32,47.5612,87,2005
Adventure,Final Fantasy: The Spirits Within,5.9,85.13183,137,26.074908,106,2001
Action,Das Boot,7.9,85,14,26.967494,149,1981
Crime,Zodiac,7.3,84.785914,65,51.970905,157,2007
Action,The Animal,4.6,84.772742,22,13.786075,84,2001
Comedy,Meet the Spartans,3.7,84.646831,30,10.608998,84,2008
Drama,J. Edgar,6,84.60603,35,28.069419,137,2011
Comedy,Made of Honor,6,84.601681,40,19.574774,101,2008
Animation,The Land Before Time,7,84.460846,12.3,28.670193,69,1988
Animation,Pinocchio,6.9,84.3,2.6,46.007991,88,1940
Thriller,Premonition,5.8,84.146832,20,22.049787,96,2007
Action,Sicario,7.2,84.025816,30,55.424027,121,2015
Family,Marmaduke,5,83.761844,50,12.25622,87,2010
Drama,The Judge,7.2,83.719388,50,42.472324,141,2014
Mystery,Nerve,7.1,83.70731,20,62.933899,96,2016
Crime,"Big Mommas: Like Father, Like Son",5.3,83.615414,32,15.901137,107,2011
Thriller,Snatch,7.7,83.557872,10,53.595686,103,2000
Comedy,Airplane!,7.1,83.453539,3.5,46.116885,88,1980
Animation,Fantasia,7.2,83.32,2.28,32.875469,124,1940
Drama,Fiddler on the Roof,7.4,83.30433,9,7.623979,181,1971
Crime,Blow,7.4,83.282296,53,28.350529,124,2001
Fantasy,Pan's Labyrinth,7.6,83.258226,19,90.809408,118,2006
Comedy,Piranha 3D,5.3,83.188165,24,23.343839,88,2010
Comedy,Hall Pass,5.4,83.160734,36,27.11589,105,2011
Crime,Savages,6.2,82.966152,45,31.856589,131,2012
Thriller,Firewall,5.6,82.8,45,18.186026,105,2006
