BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY
1738.553751,0,0,0,0.166667
1465.716156,555.71,442.26,1,0.25
1455.180323,81.1,0,0.083333,0.25
1613.321542,252,0,0.166667,0
1551.842759,0,0,0,0.083333
1740.169093,276.72,276.72,1,0
1669.128355,0,0,0,0.166667
1380.729836,145.94,0,0.083333,0.166667
1734.688041,0,0,0,0.166667
1672.711195,0,0,0,0.416667
1755.193192,0,0,0,0.166667
1648.721384,0,0,0,0.090909
1656.350781,0,0,0,0.083333
1430.681807,1916.04,1259.44,1,0.166667
1526.506915,46.67,0,0.083333,0
1721.232782,0,0,0,0.666667
1688.534078,280,0,0.166667,0.083333
1693.287862,90,0,0.083333,0.25
1694.125362,437.52,264.92,0.916667,0
1512.574159,622.03,622.03,1,0.416667
1765.263223,73.8,73.8,1,0
1628.591333,361,361,0.833333,0.166667
1753.27998,245.85,0,0.333333,0.25
1631.603874,0,0,0,0.181818
1645.780139,150,0,0.083333,0
1579.595049,35,0,0.083333,0
1647.932117,0,0,0,0.333333
1727.295159,719.76,93.23,0.583333,0
1747.359784,0,0,0,0.333333
1746.714825,0,0,0,0.166667
1649.276603,0,0,0,0.583333
1764.083164,329.47,329.47,1,0.166667
1570.682346,645.32,0,0.166667,0.416667
1370.317105,1389.28,643.34,0.916667,0.083333
1459.853158,1365,0,0.090909,0.090909
1727.516892,624.46,0,0.333333,0
1425.003265,562.42,562.42,0.75,0.416667
1073.370435,824.77,446.96,0.666667,0.333333
1758.059987,412.33,87.12,0.583333,0
1548.224072,696.63,0,0.083333,0
1687.570137,162.04,89,0.25,0
1475.973063,181.63,0,0.916667,0.5
1696.465412,219.07,0,0.333333,0.583333
1399.595729,1004.98,530.4,0.833333,0.083333
1669.01626,892.3,375,0.916667,0.083333
1587.706693,450,450,0.5,0.25
1676.457032,0,0,0,0.25
890.275144,435.14,0,0.166667,0
1695.84301,317.4,252.5,0.25,0.333333
1114.38403,1956.43,532.63,0.583333,0.083333
1405.988009,1839,1583,1,0.25
1634.559235,1062.94,56.76,0.583333,0
935.167278,1757.91,1085.91,0.583333,0.166667
1593.708884,1676.78,1643.1,1,0.166667
1725.664332,383.45,383.45,0.583333,0.333333
1821.024103,0,0,0,0.166667
1841.359829,2280.58,2280.58,1,0
263.6992,1856.64,1856.64,1,0
339.294514,2601.6,2601.6,1,0
1809.828751,1333.28,1333.28,0.666667,0
1803.898764,562.01,498.41,1,0
1785.626943,0,0,0,0.25
1965.881663,3782.09,1332.09,0.833333,0
1734.510004,0,0,0,0.166667
1785.562094,0,0,0,0.583333
1906.550855,1244.37,1160.84,0.833333,0
1632.580058,0,0,0,0.25
1679.429188,0,0,0,0.166667
1785.90226,0,0,0,0.166667
1728.079372,0,0,0,0.166667
2339.037958,1823.56,1823.56,1,0.083333
31.932178,365.36,365.36,0.333333,0
162.027905,1045.84,0,0.333333,0
1523.552696,1810,0,0.1,0
1923.886805,1887.64,1887.64,1,0.083333
20.758677,548.01,548.01,0.666667,0
77.383767,2321.87,1109,0.583333,0
51.469651,1169,1169,1,0
3.319222,47.05,47.05,0.083333,0
11.441738,93.6,93.6,0.25,0
553.534453,1682.36,242.22,0.666667,0
270.135147,958.93,206.03,0.75,0
1117.368286,972.38,972.38,1,0
1640.837102,0,0,0,0.5
1736.930299,616,616,0.916667,0
1733.972492,147.96,147.96,0.333333,0
1722.475015,115.91,70.26,0.5,0.25
1664.334555,862.95,0,0.333333,0
1396.625608,1163.49,524.12,0.916667,0.166667
1639.513143,1225,574,1,0
1475.396878,5055.77,2123.86,1,0
1083.379171,9.9,9.9,0.142857,0
75.012641,480.02,0,0.083333,0
195.804466,0,0,0,0.083333
95.853493,796.9,796.9,0.75,0
1131.445959,0,0,0,0.333333
670.425221,349,349,0.166667,0
109.594389,177,0,0.083333,0
758.188531,0,0,0,0.166667
868.808006,39.83,6.33,0.166667,0
579.243601,505.48,0,0.333333,0
642.939211,0,0,0,0.166667
1517.559661,0,0,0,0.166667
1766.619204,261.12,27.58,0.5,0.916667
994.105777,126.2,0,0.833333,0
1630.676858,0,0,0,0.090909
358.011796,0,0,0,0.083333
1644.496393,0,0,0,0.083333
1719.310566,0,0,0,0.166667
1839.93046,26.12,0,0.083333,0.083333
1794.484219,197.7,0,0.25,0.083333
1915.245632,39,0,0.083333,0.083333
1872.934017,382.5,72.5,0.416667,0
1874.716289,301.1,218.1,0.583333,0
749.127741,80.3,0,0.166667,0.25
1.874969,433.32,433.32,1,0
3.364738,582.94,582.94,0.416667,0
6.525943,290.5,290.5,1,0
24.831137,1909.13,1879.13,0.916667,0
4.076145,596.64,596.64,1,0
26.771366,550,550,0.916667,0
15.531077,0,0,0,0.083333
169.892916,973.5,0,0.166667,0
4.652161,398.64,398.64,1,0
15.728894,202,0,0.166667,0
5.377296,69,0,0.083333,0
35.460649,378.58,0,0.083333,0
23.394411,1346.28,1346.28,1,0
48.157955,648.24,362.24,0.333333,0
17.026818,453.24,453.24,1,0
3.562442,735,735,0.583333,0
118.918332,1151.64,786.64,0.833333,0
19.508047,193.14,193.14,0.416667,0
8.799432,1591.48,1372.68,0.833333,0
6.840439,74.4,74.4,0.285714,0
7.817753,170.02,170.02,0.5,0
7.169078,118.2,118.2,0.083333,0
117.777688,853.3,0,0.25,0
17.356961,390,300,0.5,0
54.598322,832.68,832.68,1,0
22.682781,161.5,0,0.083333,0
15.587005,156,156,0.545455,0
0.288293,0,0,0,0.083333
17.699123,0,0,0,0.083333
2.585715,70,0,0.083333,0
12.472571,87.67,0,0.083333,0
302.091029,0,0,0,0.166667
181.891981,0,0,0,0.5
115.327148,1042.4,0,0.25,0
9.048773,316.2,316.2,1,0
127.992071,593,593,1,0.083333
18.112481,206.69,206.69,0.416667,0
28.697141,360,360,1,0
186.020599,269.85,58.05,0.714286,0.428571
5.340221,35.97,0,0.083333,0
37.983045,242.24,242.24,0.25,0
21.328087,512.35,512.35,1,0
332.697638,1080,525,0.5,0
406.590227,1208.28,411.98,1,0.333333
110.98472,150,150,0.083333,0.166667
2.484819,41.2,0,0.083333,0
114.007097,2514.89,0,0.333333,0
18.354425,256.5,256.5,0.666667,0
4.966985,59.34,59.34,0.166667,0
6.914784,71.4,71.4,0.166667,0
168.600813,1949.73,706.28,1,0.833333
87.462633,0,0,0,0.083333
88.439209,690.4,453.9,0.625,0
58.647973,528.65,420.33,0.666667,0
485.507827,0,0,0,0.125
475.171266,1155.4,0,0.083333,0
11.78569,69.9,0,0.083333,0
212.244875,0,0,0,0.25
192.766707,55,0,0.083333,0.25
13.925681,462.78,40,0.25,0
23.126579,213.95,213.95,0.583333,0
230.337567,2219.39,1932.39,1,0
85.095626,1553.04,1553.04,0.916667,0
335.360271,3237.47,0,0.75,0
25.474414,240,240,1,0
112.702102,1437.38,0,0.583333,0
32.092521,573.02,573.02,0.833333,0
38.424273,442.04,442.04,0.666667,0
327.508171,2477.68,1058.37,0.875,0
91.478145,209.4,209.4,0.333333,0
216.64893,4606.71,1389.28,1,0
43.405954,520.65,408.65,0.818182,0
36.412211,343.56,343.56,0.454545,0
336.749543,3081.69,0,0.5,0
311.54,2783.03,775.77,0.777778,0
39.665224,265.92,265.92,0.916667,0
27.533451,187.5,187.5,0.5,0
84.442485,1515.73,678.16,0.916667,0
181.275057,192.23,0,0.3,0.3
7.777595,66.25,66.25,0.416667,0
170.907823,1366.3,0,0.5,0
106.752843,865.27,227.38,0.583333,0
3.64248,71.65,71.65,0.166667,0
40.607669,479,399,0.916667,0
19.411374,229.92,229.92,1,0
15.797437,195,195,0.416667,0
21.377711,312.1,312.1,0.583333,0
484.70724,960,0,0.142857,0.285714
611.561026,765,0,0.125,0
104.311214,1270.59,0,0.583333,0
26.969302,417.7,417.7,1,0
414.196362,794.53,0,0.090909,0
32.612016,545.88,0,0.25,0
111.098444,1105.89,1105.89,1,0
687.004441,252,252,1,0.555556
880.18183,58.4,58.4,0.285714,0.142857
37.050529,367.17,367.17,1,0
10.160744,82.04,82.04,0.5,0
131.83593,2234.02,2234.02,0.5,0
630.794744,1492.18,0,0.25,0
31.072032,234.58,234.58,1,0
66.048562,696.78,696.78,0.916667,0
313.802253,1146.37,354.27,0.583333,0.333333
321.606195,2476.3,1414.18,0.75,0
2.880247,250,0,0.083333,0
100.418706,1021.13,1021.13,0.833333,0
22.987395,200,200,0.363636,0
12.169653,187.32,187.32,1,0
43.20377,308.22,308.22,0.916667,0
134.961317,1432.66,787.99,1,0
547.287057,0,0,0,0.166667
42.51225,523.15,447.95,0.25,0
24.382156,366.6,366.6,1,0
266.51948,1651.12,741.67,0.916667,0
119.237712,342.74,342.74,1,0
37.618883,952.8,952.8,1,0
794.661653,329.96,0,0.083333,0
542.807485,220.62,0,0.166667,0
144.621301,1584.49,1122.72,1,0
73.189931,199.96,0,0.083333,0
130.545845,1738.48,1107.48,1,0
69.79641,1175.88,1175.88,0.75,0
193.207812,1937.7,0,1,0
134.786311,515.42,378.42,1,0
46.89543,682.64,682.64,0.666667,0
92.325796,371.16,371.16,1,0
62.440728,709.01,0,1,0
799.00867,192.96,192.96,1,0.333333
120.94715,1242.55,1242.55,0.583333,0
27.40855,290.6,0,1,0
1096.517209,0,0,0,0.666667
483.402486,2723.47,0,0.666667,0
55.243291,750,750,1,0
621.553537,0,0,0,0.333333
95.731707,632.3,432.3,0.916667,0
777.853474,0,0,0,0.5
19.294559,283.8,283.8,0.666667,0
40.627614,528.08,0,1,0
697.141393,1027.28,460.28,0.583333,0
31.941802,417.96,417.96,1,0
110.983174,458.47,0,0.25,0
161.442459,1767.61,1447.59,1,0
58.924277,449.4,449.4,1,0
42.075054,421.2,421.2,1,0
449.456201,3597.02,763.89,1,0
18.558992,86.4,86.4,0.333333,0
55.28905,610.47,610.47,0.818182,0
45.095168,469.89,469.89,1,0
38.915874,564,564,1,0
230.565492,2092.44,2092.44,1,0
101.936878,888.96,888.96,1,0
96.698289,1052.28,1052.28,1,0
628.384411,887.3,47.3,0.25,0.083333
239.446482,0,0,0,0.25
68.156278,785.76,785.76,1,0
26.325409,266.71,266.71,0.416667,0
161.792222,2883.58,950.02,1,0
520.075249,0,0,0,0.333333
337.616152,64.12,64.12,0.583333,0
190.056883,501.88,476.88,1,0
42.288669,313.36,313.36,0.666667,0
566.147105,0,0,0,0.083333
24.992059,292.5,0,0.833333,0
873.090183,60,0,0.125,0.625
688.993252,803.57,803.57,1,0
875.103005,0,0,0,0.333333
750.150798,1235.39,0,0.916667,0.25
52.806957,266.68,266.68,0.333333,0
815.229732,2371.92,2371.92,1,0
812.839893,1160.09,228,0.875,0.875
564.02688,1007.4,65.58,0.5,0
459.036183,755,570,1,0
1200.937942,0,0,0,0.5
126.872455,568.5,568.5,0.5,0
355.125926,269.75,0,0.75,0
59.264067,203.08,203.08,0.666667,0.166667
7.215615,54.45,0,0.083333,0
1174.249291,233.54,0,0.333333,0.5
536.425055,3302.01,878.59,0.833333,0
757.470201,118.7,118.7,0.5,0.166667
931.144615,1864.5,0,0.333333,0.333333
368.687038,0,0,0,0.083333
639.830783,578.19,197.52,0.5,0.166667
368.318662,8053.95,0,0.833333,0
50.564486,84,0,0.083333,0.083333
391.07025,2616,2616,1,0
876.577775,1029.94,1029.94,1,0
1118.724569,0,0,0,0.428571
1451.993504,0,0,0,0.25
617.413726,0,0,0,0.272727
874.571604,385.7,69,0.416667,0.166667
815.427615,1936.01,464.97,0.916667,0.083333
1055.087681,0,0,0,0.333333
1088.505102,84.99,0,0.166667,0.666667
746.9786,2341.08,387.24,1,0
749.168331,164.9,0,0.111111,0.666667
1190.884428,0,0,0,0.285714
738.992204,0,0,0,0.083333
908.465054,425,425,0.583333,0.25
469.878834,1364.99,1300,0.5,0.166667
891.620777,0,0,0,0.166667
894.357857,1164,1164,1,0
1219.143484,0,0,0,0.5
1056.98996,0,0,0,0.416667
1060.391273,0,0,0,0.545455
871.499977,20,0,0.083333,0.333333
395.722912,1837.15,302.5,1,0
947.70851,483.4,0,0.083333,0.166667
1212.812748,397.44,397.44,1,0
792.349098,0,0,0,0.444444
1593.467543,0,0,0,0.333333
843.357393,45,0,0.083333,0
566.546048,405.75,92,0.5,0.333333
1111.811966,0,0,0,0.583333
1462.921098,609.16,0,0.25,0.25
1176.753991,0,0,0,0.333333
803.052704,19.75,0,0.083333,0
1166.500558,73.8,73.8,0.333333,0.416667
827.66215,965,75,0.333333,0
494.045664,583.2,342.76,1,0
919.85102,0,0,0,0.25
1304.357015,1488.8,501.12,0.833333,0.166667
1714.896284,2000,0,0.111111,0
1585.806548,0,0,0,0.083333
751.590839,2000,0,0.111111,0
1389.085585,0,0,0,0.75
1058.726643,191,0,0.142857,0.142857
933.928303,0,0,0,0.583333
857.712196,1224,660,0.666667,0.75
1610.489628,0,0,0,0.25
970.322769,0,0,0,0.333333
1084.218952,0,0,0,0.083333
992.724168,527.88,527.88,1,0.166667
511.825603,362.48,362.48,0.416667,0
1768.589163,63.7,0,0.083333,0
619.974954,1219.39,755,0.666667,0.25
1117.594403,291.62,291.62,1,0.142857
969.139152,269.34,191.34,0.666667,0.083333
676.588508,0,0,0,0.636364
1829.837678,0,0,0,0.363636
1433.404387,0,0,0,0.25
1592.221829,616.95,164.07,0.833333,0.166667
1779.796624,50.37,50.37,0.25,0
1519.317855,0,0,0,0.166667
1843.308668,89.66,0,0.2,0.6
1338.317684,0,0,0,0.083333
954.617658,0,0,0,0.333333
1850.509525,0,0,0,0.416667
1397.560022,0,0,0,0.166667
1589.083369,0,0,0,0.428571
1961.246269,0,0,0,0.4
1708.506241,0,0,0,0.083333
1295.87959,184.27,183.27,0.333333,0.333333
1783.266003,129.05,0,0.083333,0.25
540.020858,612.23,116.62,0.666667,0.333333
59.797799,309.25,19.85,0.166667,0
1653.400854,100,0,0.090909,0.363636
1767.719314,0,0,0,0.25
1700.753811,0,0,0,0.5
1354.623473,495.43,0,0.75,0.5
1593.655423,358.7,247.4,0.416667,0.25
1761.69297,0,0,0,0.25
1869.63255,0,0,0,0.166667
1806.557876,235.9,188.9,0.833333,0.416667
1539.46423,629.78,205.89,0.333333,0
1671.319193,0,0,0,0.5
1160.206649,1600,200,0.3,0
1621.035373,23.21,23.21,0.333333,0
1709.346088,339,0,0.166667,0
1723.637852,660.61,223.53,0.75,0.083333
1973.025342,0,0,0,0.666667
1544.585361,0,0,0,0.083333
1469.212816,220.69,156.6,0.454545,0
1748.310383,0,0,0,0.083333
1246.624558,423.7,246.06,0.666667,0.083333
1783.622522,0,0,0,0.083333
1237.673602,0,0,0,0.166667
1845.113513,258.9,0,0.166667,0.166667
1779.435899,0,0,0,0.333333
1868.523786,27.89,0,0.083333,0.083333
1519.396916,0,0,0,0.333333
1928.254972,293.26,0,0.1,0.1
1033.394656,262.44,262.44,0.666667,0.166667
1884.083078,31.66,31.66,0.166667,0.583333
1701.20332,302,302,0.5,0.083333
1847.255047,186.33,68.75,0.666667,0
1885.892405,675.69,0,0.416667,0.166667
1938.576334,333.54,23.35,0.571429,0.857143
1854.659145,151.69,0,0.083333,0.75
527.528311,467.4,467.4,1,0.083333
1837.047378,0,0,0,0.083333
1641.801417,1192.18,863.97,1,0.416667
948.944615,678.94,477.54,1,0
1614.278999,554.65,101.8,0.5,0.25
1456.530313,210.09,81.69,0.363636,0.363636
1739.13388,191.98,95.98,0.25,0
655.786755,387.68,387.68,0.083333,0
1922.172543,0,0,0,0.166667
1655.668019,281.3,170,0.5,0.25
1806.895078,223.6,0,0.083333,0.5
1876.290248,63.62,0,0.083333,0
1865.271423,412,0,0.166667,0
1969.647597,0,0,0,0.333333
1841.468929,0,0,0,0.5
1727.699797,0,0,0,0.181818
1855.212121,32.22,0,0.083333,0.083333
1562.633343,1330.62,160.99,0.5,0
1799.320009,0,0,0,0.083333
1893.423054,650.04,650.04,1,0.083333
1872.458334,220,0,0.083333,0.166667
131.936915,1233.28,1233.28,0.888889,0
1695.994646,478.99,0,0.583333,0.25
1887.061349,0,0,0,0.166667
1961.322415,476.16,476.16,1,0
589.8109,0,0,0,0.416667
2021.641161,363.18,0,1,0
1851.622011,200,0,0.083333,0.083333
2006.452959,219.97,219.97,0.75,0.166667
1830.571451,737.67,0,0.25,0.416667
1988.595057,0,0,0,0.083333
1827.647786,596.64,596.64,1,0.083333
1615.724155,673.74,189.28,1,0.416667
1917.203534,0,0,0,0.083333
1908.403984,657.05,657.05,1,0
1843.191023,1446.48,1446.48,1,0.083333
1995.332004,0,0,0,0.416667
1328.483504,1507.26,495.66,0.818182,0.727273
1255.20988,0,0,0,0.375
1544.621765,1534.12,1507.62,1,0
1120.057407,417.72,417.72,0.333333,0.166667
1914.092562,538.85,51.35,0.416667,0
838.594895,258.49,0,0.181818,0.363636
1842.11833,83.31,83.31,0.083333,0
1832.521787,0,0,0,0.166667
1892.439622,86.7,0,0.166667,0.083333
1894.11023,678,0,1,0
1943.038819,0,0,0,0.166667
1628.609633,1340.83,645.79,0.666667,0
1978.442957,35.94,0,0.083333,0.916667
1937.273513,658.87,579.2,0.916667,0
1450.599152,2763.84,1329.41,1,0
2025.162877,778.33,778.33,0.916667,0
1906.67771,486.27,0,0.416667,0
919.563867,3000,3000,0.166667,0.083333
1879.694262,832.67,137.94,0.583333,0
2052.32561,0,0,0,0.333333
1854.03323,1013.5,437.5,0.5,0.083333
1818.447016,413,80,0.454545,0.181818
136.268319,757.49,269.88,1,0.583333
1987.232432,544.76,544.76,1,0
2156.616367,1695,1695,0.333333,0.083333
919.252125,1002.4,0,0.5,0.25
1174.657795,1158.02,832.5,0.416667,0.166667
2053.441598,493.85,52.5,0.5,0.833333
1996.785925,212.64,0,0.083333,0.166667
1818.933435,0,0,0,0.333333
1981.113728,0,0,0,0.272727
2045.541408,1067.28,1067.28,1,0
745.72702,137.7,102.7,0.166667,0
1895.695148,200,0,0.083333,0.25
1826.387864,0,0,0,0.166667
2016.684686,176.68,176.68,0.666667,0
1487.509392,34.52,34.52,0.166667,0
2748.868773,598.5,0,0.333333,0
798.070226,660.02,129.83,0.333333,0.083333
43.124063,491.43,0,0.545455,0
39.432667,442.76,442.76,1,0
31.973194,94.53,0,0.083333,0
36.607995,224.4,0,0.166667,0
202.190447,2011.81,0,0.416667,0
117.617134,1081.23,981.23,0.916667,0
955.415962,1060,0,0.111111,0
1101.8547,0,0,0,0.083333
1081.065726,554.85,292.45,0.5,0.166667
1630.620638,0,0,0,0.166667
2005.414367,0,0,0,0.25
1873.084577,126.57,0,0.25,0.083333
2071.736764,0,0,0,0.363636
1874.843394,0,0,0,0.083333
1931.821799,120,0,0.083333,0
1672.969871,0,0,0,0.083333
1439.343061,571.91,0,0.25,0
239.055052,892.4,509,0.636364,0
1956.295501,0,0,0,0.333333
1958.327414,0,0,0,0.083333
2097.603234,963.21,0,1,0
1575.794134,3181.47,1592.69,0.9,0.3
1283.402142,1286.34,1286.34,1,0
2127.069602,743.38,0,0.166667,0
2128.151695,0,0,0,0.083333
2294.145941,29.29,29.29,0.083333,0.083333
1435.975897,418.56,0,0.333333,0
116.418751,1176,1176,1,0
97.16839,1639.92,1639.92,1,0
162.54754,405.61,405.61,0.916667,0
17.765052,0,0,0,0.083333
41.386295,194.57,0,0.166667,0
295.680572,0,0,0,0.166667
139.449391,843.03,843.03,0.583333,0
269.406382,2629.96,623.39,0.75,0
1053.639683,1027.01,24.21,0.583333,0.083333
7.456966,4.8,4.8,0.083333,0
857.767403,639.56,639.56,0.25,0
623.583624,1344.85,245.13,0.666667,0
540.691281,0,0,0,0.166667
1504.334228,565,0,0.25,0
1723.733705,0,0,0,0.333333
1564.180333,942.22,168.62,1,0.25
1455.904478,149,0,0.083333,0.333333
2074.364799,1500,0,0.416667,0
1002.93543,1056.33,1056.33,1,0
714.813335,1110.42,1110.42,0.5,0
1229.938869,699.96,287.49,0.333333,0
1808.972419,713.9,210.82,0.5,0
2105.898309,0,0,0,0.333333
2092.156291,1372.81,0,0.416667,0
287.493279,1709,0,0.111111,0
75.936035,856.44,0,0.272727,0
34.750769,2562,2562,1,0
273.247883,60,0,0.083333,0
491.91535,4527.64,200.33,1,0
1352.301367,263.04,0,0.083333,0.166667
1666.224023,720.48,720.48,0.833333,0.083333
1828.62196,0,0,0,0.083333
1920.231187,167.08,0,0.166667,0.166667
1823.652743,436.2,436.2,1,0
1876.872139,0,0,0,0.083333
1503.884481,3296.52,307.89,0.916667,0.166667
982.165343,435.72,390.07,0.5,0
2324.086254,0,0,0,0.909091
237.669312,259.13,0,0.083333,0
331.110003,3816,3816,1,0
42.443032,0,0,0,0.083333
7.056933,85.8,85.8,0.333333,0
420.215198,1681.1,846.3,0.916667,0
302.768674,3028.94,995,0.916667,0
32.89402,271.68,271.68,0.666667,0
601.92037,983.77,380,0.666667,0
817.793943,478.28,289.25,0.545455,0.090909
1502.972028,673.8,0,1,0.25
1118.479084,325.95,121.99,0.666667,0
1434.097191,0,0,0,0.083333
1595.980444,0,0,0,0.333333
1299.93337,0,0,0,0.083333
1199.942209,1447.01,1140.7,0.916667,0.083333
2070.069187,1382.57,304.82,1,0
1176.365274,635.02,286.56,0.833333,0.666667
2183.58965,381.1,0,0.333333,0
2270.22733,0,0,0,0.083333
2173.970603,0,0,0,0.25
1253.764799,666.98,0,0.916667,0
1381.753281,0,0,0,0.083333
2463.60548,654,354,1,0
330.673765,33.44,33.44,0.333333,0
2406.569238,0,0,0,0.25
1535.201834,0,0,0,0.363636
0.422555,0,0,0,0.125
7.297351,0,0,0,0.1
0,1027.92,1027.92,1,0
50.044687,658.96,0,0.222222,0
58.603273,2080.51,0,0.166667,0
8.404256,0,0,0,0.285714
7.03142,502.33,78.33,0.416667,0
16.553858,308.16,0,0.25,0
28.394518,379.3,379.3,0.166667,0
8.838114,1003.66,417.52,0.583333,0
2.140583,238.92,238.92,1,0
22.322374,95,0,0.083333,0.166667
6.690484,133.2,133.2,0.333333,0
8.27913,670,670,1,0
7.85361,125,125,0.416667,0
18.745682,872.7,0,0.333333,0
86.793633,387.41,0,0.5,0
23.981951,1934.16,0,0.416667,0
3.122949,0,0,0,0.166667
72.76697,0,0,0,0.083333
5.663355,35,0,0.083333,0
107.944741,118.16,0,0.125,0.125
27.254213,316.3,0,0.166667,0
1.931162,152.72,152.72,0.666667,0
73.532797,1185.3,524,0.333333,0.083333
71.431411,2068.41,2068.41,1,0
16.742181,320,320,0.5,0
8.585976,512.59,160.09,0.5,0
9.431309,80.44,80.44,0.416667,0
28.054194,824.27,824.27,1,0
10.536718,385.4,385.4,0.416667,0
64.180193,602.2,100,0.416667,0
31.744161,465.5,513,0.25,0
41.089489,519,519,0.416667,0
151.912258,2216.21,169,1,0
144.555083,1352.1,0,0.166667,0
88.492683,0,0,0,0.083333
14.508545,186.14,186.14,0.75,0
44.463463,154.86,154.86,0.416667,0
19.25682,185.02,185.02,0.5,0
44.204396,504,504,1,0
37.427412,31.23,31.23,0.25,0.166667
2.044745,26.53,0,0.083333,0
394.269079,525,0,0.083333,0.25
3.925627,17.8,0,0.083333,0
20.12252,212.82,212.82,0.666667,0
39.554197,353.9,353.9,0.5,0
38.068219,799.92,799.92,1,0
91.669248,737.65,737.65,0.833333,0
71.558308,650,0,0.083333,0
82.902896,430.43,430.43,0.5,0
170.019011,266.6,0,0.166667,0.166667
124.292939,155,0,0.1,0.5
12.313357,107.41,107.41,0.5,0
27.625906,234.48,234.48,1,0
108.766657,750.19,0,0.714286,0
21.881528,89.04,0,0.083333,0
22.427861,340.5,221.5,0.416667,0
27.857993,352.23,352.23,0.5,0
62.104602,377.62,377.62,0.5,0
21.844186,169.56,169.56,0.75,0
292.888058,426,426,0.333333,0.444444
189.98582,369,369,0.666667,0.166667
11.720573,109.44,109.44,0.666667,0
14.097101,140.4,140.4,1,0
90.953335,921.02,603.28,0.888889,0
66.73904,0,0,0,0.083333
122.684019,1267,1019.12,0.875,0
81.170395,626.5,626.5,0.583333,0
578.795795,994.12,889.12,0.833333,0.75
93.977513,389.44,389.44,0.727273,0
306.084815,3200,3200,0.888889,0
97.453056,334.73,0,0.083333,0.083333
146.647091,866.57,181.7,0.5,0
86.547135,789.45,0,0.416667,0
114.752318,387.12,387.12,1,0
14.371243,294.28,294.28,0.333333,0
24.479088,90,90,0.5,0
93.964086,815.34,666.3,0.916667,0
371.896615,332,332,1,0.2
64.907748,547.28,417.28,0.333333,0
53.090328,546.7,546.7,0.833333,0.083333
147.085066,1381.14,354,0.666667,0
12.132712,244.18,244.18,1,0
42.504303,117.62,117.62,0.083333,0
167.044456,1477.42,1477.42,1,0.083333
166.514439,503.92,133.62,0.777778,0
15.978538,136.92,136.92,1,0
44.586199,413.7,413.7,0.166667,0
133.797452,2460,2460,0.583333,0
41.146561,825,825,1,0
25.99831,398.57,287.33,0.333333,0
128.25396,1105,1105,0.75,0
74.653975,603.6,350,0.666667,0
140.715619,1562.4,1562.4,0.888889,0
49.074293,330.25,0,0.25,0
55.17712,532.64,532.64,0.8,0
358.674215,411.3,0,0.25,0.333333
84.988845,280,0,0.1,0
170.569025,2368.84,904.28,0.916667,0
143.737177,1456,1095,0.666667,0
382.159579,287.68,122.68,0.416667,0
11.567196,116.97,116.97,0.25,0
24.719209,280.04,280.04,0.5,0
142.278809,164.68,131.94,0.833333,0
38.91624,358.49,358.49,0.916667,0.083333
12.540151,201,96.5,0.25,0
13.125634,106.98,106.98,0.5,0
706.327578,169.54,0,0.333333,0.888889
69.4432,368.16,368.16,1,0
20.502046,53.36,53.36,0.25,0
34.387537,153.18,91.28,0.416667,0
19.726196,220.9,220.9,0.75,0
124.743322,1007.45,1007.45,0.583333,0
28.486124,130.26,130.26,0.5,0
531.075085,485.73,333.33,0.25,0.083333
105.182503,787.09,32.62,0.25,0
187.536914,530.04,530.04,0.583333,0
44.539341,94.3,22.5,0.25,0
26.506901,400.91,285.3,0.583333,0
457.07022,1273,0,0.083333,0
16.93339,174.42,174.42,0.333333,0
487.584965,4768.27,0,0.727273,0
1.707488,32.04,32.04,0.166667,0
95.08385,817.66,817.66,0.833333,0
23.261586,252,252,0.583333,0
398.403586,3658.71,913.4,0.916667,0
385.763111,232.93,0,0.5,0
23.39023,291.7,291.7,0.583333,0
7.106669,27.98,0,0.111111,0
21.462595,193.4,193.4,0.666667,0
94.604491,816,816,1,0
525.918697,522.2,522.2,1,0.583333
32.928594,337,337,1,0
126.121035,590,0,0.083333,0
47.6368,379.28,379.28,0.583333,0
143.443832,1631,1631,0.583333,0
645.299519,1310.84,620.84,0.8,0.1
395.81907,37,37,0.111111,0
179.825945,1212.66,865.05,0.833333,0.083333
95.055337,133.45,116.65,0.5,0.083333
23.852869,123.75,0,0.083333,0
95.802358,218.96,218.96,0.909091,0
144.845309,150.88,150.88,0.909091,0
158.657744,752,0,0.25,0
109.794839,259.28,92.28,1,0
333.810017,4678.63,1288.9,1,0
99.527723,1059.59,0,0.666667,0
492.947466,0,0,0,1
34.703482,247.02,247.02,1,0
172.131105,1666.95,1666.95,1,0
190.570683,620.64,401.64,1,0
162.580388,1403.42,1249.92,1,0
42.170547,588,588,1,0
68.448626,51.7,51.7,0.25,0
36.85818,583.38,583.38,0.833333,0
110.474358,1294.42,1024.92,0.916667,0
25.383911,401.16,401.16,0.916667,0
290.246277,2617.61,1274.92,1,0
20.599719,423.62,423.62,0.75,0
259.217679,2844.3,2300,0.666667,0
403.08626,2351.25,2351.25,1,0
237.393795,1294.97,1294.97,1,0.25
48.283965,325.92,325.92,1,0
4.115287,60,60,0.333333,0
49.911409,178.4,178.4,1,0
322.411152,1506.92,693.9,1,0
56.116326,368.47,0,0.083333,0.083333
191.333253,637.19,468.65,1,0
21.849058,256.11,256.11,0.916667,0
181.463092,133.39,0,0.25,0.166667
